O,D,Ton
32,40,290
32,41,393
32,42,230
32,43,200
32,44,54
32,45,700
32,46,647
32,47,380
32,48,705
32,49,67
32,50,170
32,51,670
32,52,659
32,53,291
32,54,643
32,55,194
32,56,121
32,57,161
32,58,742
32,59,98
32,60,357
32,61,422
32,62,27
32,63,693
32,64,667
32,65,259
32,66,178
32,67,578
32,68,482
32,69,561
32,70,49
32,71,40
32,72,240
32,73,58
32,74,42
33,1,516
33,2,65
33,3,626
33,4,272
33,5,440
33,6,331
33,7,459
33,8,302
33,9,537
33,10,486
33,11,355
33,12,659
33,13,41
33,14,275
33,15,553
33,16,41
33,17,353
33,18,158
33,19,157
33,20,24
33,21,354
33,22,396
33,23,654
33,24,294
33,25,305
33,26,543
33,27,53
33,28,241
33,29,61
33,30,381
33,31,122
33,32,205
33,33,34
33,34,182
33,35,702
33,36,277
33,37,487
33,38,483
33,39,271
33,40,443
33,41,628
33,42,246
33,43,365
33,44,73
33,45,723
33,46,644
33,47,52
33,48,205
33,49,526
33,50,197
33,51,214
33,52,208
33,53,54
33,54,333
33,55,97
33,56,303
33,57,643
33,58,341
33,59,663
33,60,326
33,61,669
33,62,119
33,63,372
33,64,528
33,65,23
33,66,706
33,67,460
33,68,270
33,69,613
33,70,231
33,71,451
33,72,439
33,73,533
33,74,423
34,1,108
34,2,109
34,3,630
34,4,740
34,5,590
34,6,213
34,7,41
34,8,24
34,9,614
34,10,416
34,11,33
34,12,661
34,13,172
34,14,149
34,15,195
34,16,75
34,17,341
34,18,113
34,19,393
34,20,248
34,21,617
34,22,25
34,23,483
34,24,144
34,25,427
34,26,65
34,27,577
34,28,574
34,29,481
34,30,229
34,31,525
34,32,354
34,33,631
34,34,320
34,35,116
34,36,489
34,37,445
34,38,220
34,39,554
34,40,128
34,41,506
34,42,175
34,43,71
34,44,333
34,45,643
34,46,540
34,47,232
34,48,427
34,49,402
34,50,285
34,51,666
34,52,32
34,53,265
34,54,149
34,55,691
34,56,200
34,57,303
34,58,27
34,59,660
34,60,679
34,61,222
34,62,597
34,63,192
34,64,356
34,65,487
34,66,67
34,67,35
34,68,380
34,69,177
34,70,596
34,71,613
34,72,246
34,73,663
34,74,489
35,1,31
35,2,244
35,3,722
35,4,339
35,5,352
35,6,649
35,7,146
35,8,537
35,9,557
35,10,167
35,11,238
35,12,169
35,13,599
35,14,216
35,15,420
35,16,489
35,17,31
35,18,618
35,19,354
35,20,195
35,21,308
35,22,14
35,23,389
35,24,13
35,25,129
35,26,577
35,27,355
35,28,201
35,29,391
35,30,322
35,31,505
35,32,193
35,33,603
35,34,619
35,35,413
35,36,35
35,37,456
35,38,643
35,39,594
35,40,376
35,41,283
35,42,442
35,43,431
35,44,470
35,45,156
35,46,657
35,47,532
35,48,580
35,49,98
35,50,216
35,51,596
35,52,184
35,53,216
35,54,201
35,55,369
35,56,276
35,57,686
35,58,253
35,59,278
35,60,482
35,61,192
35,62,501
35,63,586
35,64,8
35,65,130
35,66,681
35,67,371
35,68,686
35,69,328
35,70,226
35,71,178
35,72,673
35,73,499
35,74,194
36,1,498
36,2,61
36,3,166
36,4,619
36,5,147
36,6,438
36,7,234
36,8,409
36,9,371
36,10,78
36,11,417
36,12,121
36,13,365
36,14,322
36,15,129
36,16,660
36,17,208
36,18,640
36,19,181
36,20,468
36,21,490
36,22,116
36,23,6
36,24,153
36,25,588
36,26,673
36,27,723
36,28,413
36,29,361
36,30,35
36,31,18
36,32,388
36,33,152
36,34,150
36,35,564
36,36,111
36,37,121
36,38,524
36,39,488
36,40,375
36,41,159
36,42,338
36,43,227
36,44,462
36,45,529
36,46,779
36,47,227
36,48,147
36,49,249
36,50,717
36,51,77
36,52,571
36,53,387
36,54,468
36,55,235
36,56,441
36,57,311
36,58,349
36,59,619
36,60,620
36,61,310
36,62,545
36,63,355
36,64,489
36,65,505
36,66,284
36,67,149
36,68,334
36,69,35
36,70,695
36,71,635
36,72,420
36,73,104
36,74,541
37,1,30
37,2,668
37,3,86
37,4,394
37,5,348
37,6,421
37,7,529
37,8,107
37,9,11
37,10,336
37,11,397
37,12,280
37,13,482
37,14,644
37,15,584
37,16,739
37,17,294
37,18,663
37,19,622
37,20,97
37,21,53
37,22,571
37,23,30
37,24,29
37,25,115
37,26,277
37,27,484
37,28,303
37,29,454
37,30,594
37,31,475
37,32,274
37,33,358
37,34,619
37,35,292
37,36,479
37,37,307
37,38,664
37,39,7
37,40,49
37,41,596
37,42,556
37,43,510
37,44,369
37,45,495
37,46,270
37,47,42
37,48,563
37,49,20
37,50,534
37,51,484
37,52,334
37,53,421
37,54,50
37,55,227
37,56,254
37,57,359
37,58,47
37,59,679
37,60,577
37,61,43
37,62,687
37,63,674
37,64,650
37,65,560
37,66,89
37,67,342
37,68,530
37,69,10
37,70,67
37,71,422
37,72,295
37,73,63
37,74,436
38,1,278
38,2,99
38,3,485
38,4,289
38,5,643
38,6,386
38,7,52
38,8,203
38,9,626
38,10,119
38,11,106
38,12,330
38,13,414
38,14,342
38,15,496
38,16,545
38,17,310
38,18,588
38,19,125
38,20,272
38,21,184
38,22,142
38,23,743
38,24,79
38,25,675
38,26,645
38,27,264
38,28,479
38,29,284
38,30,144
38,31,293
38,32,192
38,33,768
38,34,275
38,35,640
38,36,498
38,37,202
38,38,261
38,39,543
38,40,650
38,41,636
38,42,531
38,43,12
38,44,687
38,45,379
38,46,271
38,47,299
38,48,337
38,49,71
38,50,520
38,51,251
38,52,15
38,53,20
38,54,188
38,55,403
38,56,199
38,57,276
38,58,63
38,59,140
38,60,278
38,61,442
38,62,107
38,63,28
38,64,593
38,65,359
38,66,35
38,67,720
38,68,115
38,69,102
38,70,603
38,71,632
38,72,507
38,73,127
38,74,171
39,1,203
39,2,389
39,3,383
39,4,23
39,5,119
39,6,208
39,7,645
39,8,405
39,9,229
39,10,604
39,11,25
39,12,664
39,13,228
39,14,271
39,15,403
39,16,189
39,17,110
39,18,333
39,19,409
39,20,99
39,21,619
39,22,366
39,23,643
39,24,266
39,25,362
39,26,99
39,27,189
39,28,103
39,29,482
39,30,69
39,31,318
39,32,322
39,33,596
39,34,412
39,35,496
39,36,699
39,37,318
39,38,266
39,39,385
39,40,519
39,41,599
39,42,388
39,43,458
39,44,641
39,45,575
39,46,423
39,47,495
39,48,666
39,49,509
39,50,50
39,51,31
39,52,615
39,53,46
39,54,75
39,55,380
39,56,407
39,57,650
39,58,287
39,59,564
39,60,471
39,61,175
39,62,581
39,63,154
39,64,307
39,65,88
39,66,273
39,67,353
39,68,200
39,69,690
39,70,112
39,71,37
39,72,701
39,73,130
39,74,26
40,1,571
40,2,267
40,3,609
40,4,315
40,5,51
40,6,356
40,7,605
40,8,531
40,9,334
40,10,20
40,11,469
40,12,134
40,13,11
40,14,127
40,15,458
40,16,189
40,17,312
40,18,289
40,19,548
40,20,617
40,21,326
40,22,440
40,23,524
40,24,442
40,25,515
40,26,534
40,27,693
40,28,117
40,29,17
40,30,166
40,31,129
40,32,249
40,33,84
40,34,461
40,35,496
40,36,543
40,37,27
40,38,410
40,39,174
40,40,460
40,41,369
40,42,616
40,43,370
40,44,654
40,45,701
40,46,205
40,47,502
40,48,535
40,49,312
40,50,275
40,51,368
40,52,542
40,53,158
40,54,132
40,55,711
40,56,94
40,57,499
40,58,186
40,59,260
40,60,146
40,61,23
40,62,43
40,63,361
40,64,437
40,65,600
40,66,165
40,67,171
40,68,626
40,69,260
40,70,175
40,71,626
40,72,575
40,73,45
40,74,360
41,1,410
41,2,21
41,3,497
41,4,478
41,5,289
41,6,354
41,7,496
41,8,687
41,9,307
41,10,567
41,11,407
41,12,359
41,13,61
41,14,543
41,15,168
41,16,286
41,17,89
41,18,588
41,19,38
41,20,47
41,21,83
41,22,254
41,23,656
41,24,437
41,25,662
41,26,592
41,27,474
41,28,228
41,29,440
41,30,700
41,31,190
41,32,421
41,33,224
41,34,90
41,35,13
41,36,71
41,37,117
41,38,625
41,39,6
41,40,205
41,41,524
41,42,331
41,43,226
41,44,528
41,45,593
41,46,158
41,47,653
41,48,416
41,49,581
41,50,178
41,51,343
41,52,103
41,53,378
41,54,265
41,55,290
41,56,132
41,57,677
41,58,6
41,59,30
41,60,522
41,61,658
41,62,565
41,63,204
41,64,380
41,65,477
41,66,264
41,67,2
41,68,574
41,69,23
41,70,304
41,71,188
41,72,151
41,73,342
41,74,234
42,1,418
42,2,235
42,3,296
42,4,677
42,5,101
42,6,392
42,7,443
42,8,504
42,9,408
42,10,260
42,11,517
42,12,159
42,13,423
42,14,339
42,15,449
42,16,580
42,17,588
42,18,602
42,19,617
42,20,642
42,21,472
42,22,595
42,23,770
42,24,554
42,25,337
42,26,71
42,27,642
42,28,167
42,29,213
42,31,632
42,32,510
42,33,79
42,34,595
42,35,582
42,36,321
42,37,526
42,38,200
42,39,213
42,40,183
42,41,637
42,42,197
42,43,258
42,44,178
42,45,114
42,46,224
42,47,467
42,48,1
42,49,67
42,50,414
42,51,355
42,52,40
42,53,294
42,54,40
42,55,139
42,56,518
42,57,189
42,58,404
42,59,354
42,60,378
42,61,129
42,62,252
42,63,258
42,64,237
42,65,543
42,66,174
42,67,637
42,68,7
42,69,325
42,70,428
42,71,490
42,72,337
42,73,203
42,74,254
43,1,468
43,2,592
43,3,702
43,4,694
43,5,297
43,6,72
43,7,139
43,8,670
43,9,95
43,10,311
43,11,524
43,12,139
43,13,487
43,14,81
43,15,106
43,16,302
43,17,149
43,18,279
43,19,78
43,20,578
43,21,402
43,22,125
43,23,352
43,24,473
43,25,23
43,26,657
43,27,48
43,28,20
43,29,332
43,30,282
43,31,95
43,32,284
43,33,264
43,34,659
43,35,453
43,36,226
43,37,216
43,38,103
43,39,349
43,40,640
43,41,598
43,42,3
43,43,489
43,44,592
43,45,168
43,46,641
43,47,540
43,48,442
43,49,322
43,50,183
43,51,227
43,52,425
43,53,298
43,54,227
43,55,470
43,56,31
43,57,300
43,58,399
43,59,175
43,60,30
43,61,554
43,62,332
43,63,456
43,64,294
43,65,308
43,66,501
43,67,362
43,68,143
43,69,365
43,70,223
43,71,92
43,72,54
43,73,36
43,74,68
44,1,604
44,2,99
44,3,696
44,4,527
44,5,50
44,6,749
44,7,84
44,8,77
44,9,54
44,10,425
44,11,17
44,12,248
44,13,88
44,14,168
44,15,696
44,16,410
44,17,648
44,18,443
44,19,219
44,20,384
44,21,342
44,22,606
44,23,593
44,24,252
44,25,256
44,26,205
44,27,22
44,28,475
44,29,566
44,30,270
44,31,328
44,32,432
44,33,618
44,34,175
44,35,26
44,36,173
44,37,363
44,38,17
44,39,540
44,40,358
44,41,545
44,42,498
44,43,235
44,44,100
44,45,326
44,46,466
44,47,643
44,48,450
44,49,98
44,50,659
44,51,202
44,52,325
44,53,701
44,54,633
44,55,145
44,56,510
44,57,407
44,58,243
44,59,417
44,60,190
44,61,324
44,62,620
44,63,35
44,64,233
44,65,325
44,66,15
44,67,100
44,68,658
44,69,74
44,70,576
44,71,594
44,72,333
44,73,537
44,74,84
45,1,324
45,2,226
45,3,394
45,4,554
45,5,455
45,6,4
45,7,627
45,8,215
45,9,698
45,10,509
45,11,384
45,12,343
45,13,508
45,14,503
45,15,263
45,16,582
45,17,553
45,18,470
45,19,121
45,20,333
45,21,482
45,22,368
45,23,444
45,24,312
45,25,310
45,26,308
45,27,458
45,28,385
45,30,557
45,31,532
45,32,469
45,33,208
45,34,648
45,35,514
45,36,320
45,37,263
45,38,428
45,39,253
45,40,502
45,41,458
45,42,405
45,43,40
45,44,697
45,45,535
45,46,191
45,47,429
45,48,11
45,49,169
45,50,602
45,51,222
45,52,53
45,53,419
45,54,217
45,55,321
45,56,435
45,57,173
45,58,641
45,59,232
45,60,64
45,61,181
45,62,521
45,63,739
45,64,26
45,65,88
45,66,21
45,67,268
45,68,186
45,69,79
45,70,75
45,71,669
45,72,225
45,73,229
45,74,136
46,1,374
46,2,595
46,3,532
46,4,393
46,5,245
46,6,619
46,7,57
46,8,145
46,9,303
46,10,163
46,11,164
46,12,38
46,13,426
46,14,578
46,15,576
46,16,53
46,17,126
46,18,221
46,19,130
46,20,366
46,21,107
46,22,265
46,23,300
46,24,544
46,25,512
46,26,570
46,27,301
46,28,736
46,29,148
46,30,68
46,31,341
46,32,349
46,33,230
46,34,717
46,35,605
46,36,32
46,37,565
46,38,542
46,39,679
46,40,458
46,41,203
46,42,191
46,43,273
46,44,494
46,45,195
46,46,164
46,47,140
46,48,292
46,49,333
46,50,259
46,51,161
46,52,365
46,53,353
46,54,425
46,55,597
46,56,45
46,57,179
46,58,655
46,59,142
46,60,579
46,61,539
46,62,396
46,63,379
46,64,561
46,65,368
46,66,420
46,67,513
46,68,553
46,69,446
46,70,253
46,71,592
46,72,230
46,73,112
46,74,602
47,1,224
47,2,643
47,3,128
47,4,37
47,5,238
47,6,277
47,7,281
47,8,80
47,9,587
47,10,170
47,11,135
47,12,375
47,13,11
47,14,534
47,15,279
47,16,420
47,17,518
47,19,493
47,20,62
47,21,531
47,22,116
47,23,573
47,24,67
47,25,435
47,26,6
47,27,262
47,28,207
47,29,500
47,30,500
47,31,159
47,32,667
47,33,122
47,34,282
47,35,394
47,36,438
47,37,265
47,38,121
47,39,455
47,40,140
47,41,513
47,42,593
47,43,131
47,44,639
47,45,334
47,46,358
47,47,20
47,48,297
47,49,79
47,50,518
47,51,518
47,52,425
47,53,110
47,54,516
47,55,85
47,56,735
47,57,528
47,58,590
47,59,637
47,60,105
47,61,329
47,62,271
47,63,63
47,64,213
47,65,272
47,66,535
47,67,631
47,68,668
47,69,674
47,70,473
47,71,522
47,72,18
47,73,168
47,74,87
48,1,392
48,2,581
48,3,265
48,4,466
48,5,178
48,6,119
48,7,288
48,8,522
48,9,537
48,10,608
48,11,558
48,12,62
48,13,255
48,14,252
48,15,292
48,16,377
48,17,670
48,18,512
48,19,270
48,20,129
48,21,162
48,22,178
48,23,114
48,24,101
48,25,478
48,26,108
48,27,382
48,28,556
48,29,378
48,30,41
48,31,605
48,32,167
48,33,227
48,34,371
48,35,160
48,36,314
48,37,130
48,38,400
48,39,124
48,40,200
48,41,326
48,42,377
48,43,584
48,44,267
48,45,209
48,46,665
48,47,432
48,48,702
48,49,380
48,50,713
48,51,591
48,52,70
48,53,19
48,54,575
48,55,694
48,56,219
48,57,299
48,58,266
48,59,81
48,60,283
48,61,225
48,62,382
48,63,51
48,64,123
48,65,745
48,66,202
48,67,337
48,68,17
48,69,365
48,70,720
48,71,147
48,72,477
48,73,70
48,74,148
49,1,645
49,2,504
49,3,337
49,4,119
49,5,508
49,6,156
49,7,105
49,8,370
49,9,517
49,10,201
49,11,473
49,12,407
49,13,608
49,14,671
49,15,400
49,16,146
49,17,133
49,18,49
49,19,375
49,20,298
49,21,256
49,22,157
49,23,571
49,24,180
49,25,20
49,26,230
49,27,11
49,28,422
49,29,253
49,30,310
49,31,424
49,32,366
49,33,656
49,34,384
49,35,28
49,36,441
49,37,302
49,38,542
49,39,259
49,40,126
49,41,585
49,42,546
49,43,13
49,44,609
49,45,58
49,46,541
49,47,291
49,48,407
49,49,403
49,50,112
49,51,8
49,52,524
49,53,201
49,54,638
49,55,674
49,56,640
49,57,376
49,58,251
49,59,664
49,60,218
49,61,533
49,62,184
49,63,499
49,64,616
49,65,201
49,66,244
49,67,515
49,68,194
49,69,144
49,70,383
49,71,697
49,72,92
49,73,688
49,74,95
50,1,124
50,2,216
50,3,593
50,4,629
50,5,340
50,6,199
50,7,494
50,8,652
50,9,544
50,10,521
50,11,234
50,12,491
50,13,542
50,14,578
50,15,525
50,16,239
50,17,609
50,18,456
50,19,25
50,20,666
50,21,362
50,22,158
50,23,84
50,24,467
50,25,165
50,26,285
50,27,715
50,28,365
50,29,651
50,30,395
50,31,590
50,32,712
50,33,523
50,34,71
50,35,159
50,36,89
50,37,152
50,38,154
50,39,438
50,40,471
50,41,704
50,42,233
50,43,660
50,44,90
50,45,325
50,46,159
50,47,607
50,48,8
50,49,66
50,50,611
50,51,7
50,52,158
50,53,114
50,54,236
50,55,336
50,56,352
50,57,136
50,58,479
50,59,395
50,60,364
50,61,396
50,62,253
50,63,373
50,64,362
50,65,99
50,66,190
50,67,543
50,68,134
50,69,466
50,70,551
50,71,639
50,72,265
50,73,492
50,74,439
51,1,655
51,2,510
51,3,502
51,4,639
51,5,87
51,6,367
51,7,724
51,8,348
51,9,574
51,10,489
51,11,570
51,12,428
51,13,4
51,14,42
51,15,239
51,16,648
51,17,299
51,18,280
51,19,431
51,20,114
51,21,174
51,22,124
51,23,737
51,24,199
51,25,545
51,26,328
51,27,61
51,28,320
51,29,611
51,30,79
51,31,471
51,32,718
51,33,585
51,34,290
51,35,488
51,36,588
51,37,663
51,38,185
51,39,469
51,40,561
51,41,349
51,42,39
51,43,295
51,44,557
51,45,411
51,46,313
51,47,135
51,48,328
51,49,371
51,50,210
51,51,83
51,52,317
51,53,280
51,54,420
51,55,221
51,56,448
51,57,412
51,58,11
51,59,320
51,60,542
51,61,223
51,62,532
51,63,260
51,64,19
51,65,61
51,66,331
51,67,165
51,68,686
51,69,66
51,70,416
51,71,374
51,72,330
51,73,112
51,74,161
52,1,229
52,2,131
52,3,188
52,4,637
52,5,350
52,6,99
52,7,529
52,8,442
52,9,119
52,10,107
52,11,357
52,12,407
52,13,301
52,14,555
52,15,578
52,16,233
52,17,51
52,18,56
52,19,595
52,20,480
52,21,432
52,22,179
52,23,24
52,24,628
52,25,284
52,26,384
52,27,568
52,28,464
52,29,211
52,30,254
52,31,178
52,32,352
52,33,8
52,34,117
52,35,451
52,36,500
52,37,241
52,38,348
52,39,65
52,40,12
52,41,473
52,42,363
52,43,29
52,44,448
52,45,642
52,46,122
52,47,329
52,48,379
52,49,540
52,50,142
52,51,548
52,52,5
52,53,101
52,54,472
52,55,458
52,56,497
52,57,559
52,58,205
52,59,433
52,60,385
52,61,296
52,62,375
52,63,515
52,64,414
52,65,418
52,66,259
52,67,304
52,68,289
52,69,601
52,70,135
52,71,182
52,72,155
52,73,339
52,74,620
53,1,463
53,2,452
53,3,142
53,4,392
53,5,371
53,6,473
53,7,8
53,8,573
53,9,482
53,10,492
53,11,30
53,12,599
53,13,206
53,14,32
53,15,263
53,16,721
53,17,51
53,18,390
53,19,149
53,20,590
53,21,165
53,22,72
53,23,460
53,24,655
53,25,105
53,26,621
53,27,660
53,28,231
53,29,365
53,30,425
53,31,511
53,32,180
53,33,119
53,34,619
53,35,90
53,36,431
53,37,111
53,38,671
53,39,1
53,40,725
53,41,58
53,42,300
53,43,15
53,44,292
53,45,83
53,46,305
53,47,446
53,48,190
53,49,581
53,50,306
53,51,544
53,52,514
53,53,494
53,54,94
53,55,194
53,56,696
53,57,618
53,58,31
53,59,498
53,60,604
53,61,66
53,62,255
53,63,163
53,64,461
53,65,430
53,66,192
53,67,219
53,68,227
53,69,313
53,70,247
53,71,648
53,72,418
53,73,527
53,74,583
54,1,49
54,2,674
54,3,424
54,4,278
54,5,113
54,6,154
54,7,621
54,8,214
54,9,614
54,10,501
54,11,275
54,12,698
54,13,270
54,14,473
54,15,342
54,16,519
54,17,293
54,18,398
54,19,362
54,20,388
54,21,226
54,22,250
54,23,399
54,24,29
54,25,248
54,26,638
54,27,695
54,28,606
54,29,281
54,30,34
54,31,235
54,32,19
54,33,215
54,34,666
54,35,631
54,36,524
54,37,498
54,38,351
54,39,419
54,40,173
54,41,679
54,42,288
54,43,216
54,44,460
54,45,408
54,46,239
54,47,252
54,48,258
54,49,293
54,50,379
54,51,635
54,52,614
54,53,398
54,54,377
54,55,685
54,56,182
54,57,210
54,58,18
54,59,463
54,60,368
54,61,635
54,62,193
54,63,132
54,64,63
54,65,337
54,66,691
54,67,58
54,68,209
54,69,471
54,70,425
54,71,554
54,72,451
54,73,550
54,74,378
55,1,61
55,2,357
55,3,443
55,4,81
55,5,142
55,6,462
55,7,89
55,8,500
55,10,488
55,11,100
55,12,236
55,13,689
55,14,333
55,15,539
55,16,1
55,17,543
55,18,263
55,19,626
55,20,258
55,21,176
55,22,565
55,23,504
55,24,237
55,25,339
55,26,229
55,27,702
55,28,298
55,29,81
55,30,599
55,31,612
55,32,126
55,33,641
55,34,486
55,35,351
55,36,396
55,37,165
55,38,352
55,39,16
55,40,31
55,41,208
55,42,363
55,43,628
55,44,310
55,45,10
55,46,447
55,47,688
55,48,76
55,49,568
55,50,22
55,51,682
55,52,315
55,53,86
55,54,409
55,55,136
55,56,644
55,57,156
55,58,583
55,59,330
55,60,630
55,61,285
55,62,363
55,63,222
55,64,249
55,65,159
55,66,246
55,67,312
55,68,645
55,69,5
55,70,103
55,71,286
55,72,555
55,73,371
55,74,56
56,1,227
56,2,374
56,3,99
56,4,143
56,5,93
56,6,346
56,7,617
56,8,251
56,9,414
56,10,500
56,11,552
56,12,681
56,13,126
56,14,456
56,15,327
56,16,624
56,17,712
56,18,431
56,19,646
56,20,65
56,21,192
56,22,73
56,23,36
56,24,496
56,25,72
56,26,675
56,27,375
56,28,557
56,29,175
56,30,128
56,31,473
56,32,707
56,33,108
56,34,420
56,35,229
56,36,77
56,37,386
56,38,446
56,39,408
56,40,216
56,41,245
56,42,21
56,43,694
56,44,648
56,45,147
56,46,258
56,47,532
56,48,464
56,49,149
56,50,663
56,51,457
56,52,176
56,53,684
56,54,92
56,55,374
56,56,513
56,57,142
56,58,530
56,59,97
56,60,714
56,61,40
56,62,43
56,63,542
56,64,461
56,65,187
56,66,720
56,67,134
56,68,536
56,69,103
56,70,413
56,71,650
56,72,428
56,73,18
56,74,163
57,1,53
57,2,492
57,3,529
57,4,673
57,5,539
57,6,511
57,7,483
57,8,124
57,9,240
57,10,566
57,11,85
57,12,481
57,13,230
57,14,234
57,15,616
57,16,83
57,17,691
57,18,73
57,19,500
57,20,198
57,21,371
57,22,410
57,23,398
57,24,552
57,25,676
57,26,502
57,27,458
57,28,56
57,29,368
57,30,142
57,31,692
57,32,541
57,33,144
57,34,226
57,35,469
57,36,367
57,37,157
57,38,362
57,39,540
57,40,582
57,41,516
57,42,11
57,43,88
57,44,436
57,45,636
57,46,440
57,47,519
57,48,78
57,49,151
57,50,452
57,51,148
57,52,357
57,53,256
57,54,86
57,55,588
57,56,553
57,57,364
57,58,511
57,59,564
57,60,471
57,61,511
57,62,248
57,63,435
57,64,262
57,65,533
57,66,615
57,67,359
57,68,620
57,69,511
57,70,571
57,71,212
57,72,355
57,73,204
57,74,675
58,1,211
58,2,382
58,3,617
58,4,471
58,5,524
58,6,46
58,7,265
58,8,676
58,9,395
58,10,565
58,11,269
58,12,619
58,13,581
58,14,674
58,15,133
58,16,64
58,17,727
58,18,542
58,19,452
58,20,54
58,21,507
58,22,620
58,23,432
58,24,649
58,25,432
58,26,276
58,27,65
58,28,409
58,29,329
58,30,375
58,31,204
58,32,242
58,33,405
58,34,671
58,35,437
58,36,341
58,37,529
58,38,92
58,39,238
58,40,641
58,41,249
58,42,239
58,43,244
58,44,25
58,45,274
58,46,563
58,47,639
58,48,406
58,49,319
58,50,627
58,51,306
58,52,557
58,53,16
58,54,233
58,55,490
58,56,698
58,57,614
58,58,647
58,59,226
58,60,393
58,61,546
58,62,536
58,63,704
58,64,95
58,65,315
58,66,650
58,67,10
58,68,104
58,69,595
58,70,487
58,71,109
58,72,313
58,73,498
58,74,39
59,1,187
59,2,545
59,3,205
59,4,292
59,5,457
59,6,434
59,7,526
59,8,583
59,9,553
59,10,438
59,11,139
59,12,228
59,13,648
59,14,386
59,15,58
59,16,375
59,17,588
59,18,31
59,19,362
59,20,627
59,21,4
59,22,354
59,23,184
59,24,49
59,25,329
59,26,82
59,27,633
59,28,254
59,29,136
59,30,141
59,31,103
59,32,142
59,33,4
59,34,681
59,35,126
59,36,567
59,37,307
59,38,245
59,39,467
59,40,399
59,41,215
59,42,507
59,43,431
59,44,590
59,45,547
59,46,11
59,47,514
59,48,59
59,49,109
59,50,66
59,51,551
59,52,159
59,53,528
59,54,105
59,55,522
59,56,397
59,57,230
59,58,642
59,59,2
59,60,641
59,61,204
59,62,766
59,63,582
59,64,23
59,65,193
59,66,67
59,67,588
59,68,701
59,69,250
59,70,440
59,71,325
59,72,244
59,73,699
59,74,593
60,1,310
60,2,711
60,3,375
60,4,368
60,5,234
60,6,163
60,7,248
60,8,611
60,9,409
60,10,167
60,11,741
60,12,671
60,13,658
60,14,454
60,15,49
60,16,629
60,17,625
60,18,575
60,19,323
60,20,375
60,21,355
60,22,701
60,23,559
60,24,221
60,25,736
60,26,67
60,27,673
60,28,103
60,29,682
60,30,310
60,31,72
60,32,441
60,33,127
60,34,22
60,35,446
60,36,615
60,37,620
60,38,1
60,39,91
60,40,93
60,41,593
60,42,154
60,43,180
60,44,222
60,45,282
60,46,556
60,47,145
60,48,678
60,49,248
60,50,561
60,51,273
60,52,468
60,53,31
60,54,240
60,55,502
60,56,97
60,57,240
60,58,529
60,59,518
60,60,633
60,61,34
60,62,246
60,63,551
60,64,21
60,65,710
60,66,699
60,67,492
60,68,22
60,69,111
60,70,462
60,71,192
60,72,510
60,73,373
60,74,451
61,1,276
61,2,91
61,3,35
61,4,286
61,5,161
61,6,649
61,8,34
61,9,651
61,10,624
61,11,393
61,12,212
61,13,396
61,14,430
61,15,391
61,16,644
61,17,631
61,18,355
61,19,526
61,20,250
61,21,541
61,22,333
61,23,35
61,24,618
61,25,228
61,26,340
61,27,251
61,28,92
61,29,336
61,30,221
61,31,190
61,32,577
61,33,371
61,34,564
61,35,475
61,36,320
61,37,580
61,38,222
61,39,354
61,40,88
61,41,698
61,42,229
61,43,167
61,44,45
61,45,128
61,46,11
61,47,528
61,48,24
61,49,288
61,50,369
61,51,409
61,52,102
61,53,304
61,54,291
61,55,363
61,56,508
61,57,145
61,58,354
61,59,171
61,60,355
61,61,369
61,62,468
61,63,20
61,64,58
61,65,492
61,66,448
61,67,626
61,68,353
61,69,178
61,70,600
61,71,2
61,72,136
61,73,328
61,74,135
62,1,274
62,2,112
62,3,110
62,4,647
62,5,385
62,6,596
62,7,202
62,8,148
62,9,17
62,10,596
62,11,174
62,12,298
62,13,339
62,14,177
62,15,636
62,16,223
62,17,364
62,18,3
62,19,133
62,20,578
62,21,593
62,22,561
62,23,317
62,24,83
62,25,529
62,26,372
62,27,488
62,28,357
62,29,360
62,30,657
62,31,120
62,32,396
62,33,192
62,34,146
62,35,527
62,36,483
62,37,232
62,38,628
62,39,668
62,40,306
62,41,610
62,42,233
62,43,587
62,44,685
62,45,292
62,46,19
62,47,328
62,48,564
62,49,396
62,50,633
62,51,387
62,52,504
62,53,429
62,54,605
62,55,654
62,56,426
62,57,591
62,58,337
62,59,574
62,60,633
62,61,224
62,62,153
62,63,674
62,64,173
62,65,307
62,66,10
62,67,406
62,68,142
62,69,4
62,70,299
62,71,158
62,72,286
62,73,597
62,74,454
63,1,352
63,2,506
63,3,349
63,4,276
63,5,342
63,6,638
63,7,69
63,8,378
63,9,158
63,10,440
63,11,437
63,12,593
63,13,424
63,14,526
63,16,532
63,17,196
63,18,450
63,19,536
63,20,574
63,21,223
63,22,563
63,23,140
63,24,185
63,25,515
63,26,457
63,27,692
63,28,585
63,29,411
63,30,400
63,31,161
63,32,96
63,33,708
63,34,691
63,35,719
63,36,567
63,37,434
63,38,724
63,39,25
63,40,447
63,41,148
63,42,169
63,43,737
63,44,528
63,45,5
63,46,541
63,47,616
63,48,392
63,49,169
63,50,636
63,51,365
63,52,34
63,53,97
63,54,218
63,55,415
63,56,191
63,57,188
63,58,734
63,59,339
63,60,558
63,61,628
63,62,52
63,63,167
63,64,374
63,65,383
63,66,475
63,67,574
63,68,435
63,69,263
63,70,206
63,71,129
63,72,559
63,73,309
63,74,242
64,1,470
64,2,342
64,3,34
64,4,126
64,5,623
64,6,184
64,7,573
64,8,607
64,9,644
